40.308194,-74.858386
40.308123,-74.858338
40.308171,-74.858572
40.308177,-74.858676
40.308173,-74.858691
40.308142,-74.858784
40.308141,-74.858804
40.308061,-74.858827
40.308049,-74.858833
40.308043,-74.85895
40.308043,-74.85895
40.308068,-74.859051
40.308067,-74.859076
40.308,-74.859148
40.307984,-74.859145
40.307911,-74.859162
40.307895,-74.859171
40.307916,-74.859264
40.307929,-74.859284
40.307879,-74.859373
40.307862,-74.859374
40.307796,-74.859416
40.307782,-74.859434
40.307745,-74.859533
40.307738,-74.859547
40.307756,-74.859655
40.307753,-74.859675
40.307723,-74.859774
40.307714,-74.859789
40.307699,-74.859904
40.3077,-74.85992
40.307684,-74.860028
40.307685,-74.860052
40.307711,-74.860141
40.307724,-74.860165
40.30774,-74.860269
40.307748,-74.860287
40.307739,-74.860382
40.307732,-74.860404
40.307721,-74.860504
40.307715,-74.860519
40.307687,-74.86062
40.307671,-74.860649
40.307671,-74.860649
40.307625,-74.86089
40.307591,-74.860957
40.307569,-74.860985
40.30752,-74.861042
40.307499,-74.861073
40.307458,-74.861134
40.307441,-74.861171
40.307424,-74.861212
40.307392,-74.861301
40.307362,-74.861381
40.307351,-74.861423
40.30733,-74.861504
40.307319,-74.86154
40.307298,-74.861647
40.307296,-74.861682
40.307291,-74.861782
40.307293,-74.861812
40.307292,-74.861921
40.307291,-74.861947
40.307278,-74.862052
40.307275,-74.862072
40.307252,-74.862174
40.307247,-74.862191
40.307241,-74.862296
40.307243,-74.862313
40.307254,-74.862421
40.307258,-74.862437
40.307275,-74.862539
40.307276,-74.862554
40.307264,-74.86266
40.30726,-74.862673
40.307207,-74.862754
40.307197,-74.86276
40.307133,-74.862842
40.30712,-74.862851
40.307048,-74.862914
40.30704,-74.862929
40.306981,-74.863011
40.306973,-74.863022
40.306899,-74.863078
40.306884,-74.863077
40.306828,-74.863167
40.306821,-74.863164
40.306805,-74.863273
40.306811,-74.863281
40.306869,-74.863341
40.306904,-74.863342
40.30697,-74.863379
40.306992,-74.863405
40.30702,-74.863513
40.306985,-74.863538
40.306921,-74.863599
40.306908,-74.863601
40.306841,-74.863664
40.306841,-74.86368
40.306785,-74.863752
40.30675,-74.863762
40.306672,-74.863761
40.306638,-74.863763
40.306557,-74.863772
40.306539,-74.86379
40.30648,-74.863863
40.306465,-74.863869
40.306384,-74.863908
40.306364,-74.863925
40.306282,-74.863957
40.306276,-74.863961
40.306234,-74.864062
40.306226,-74.864087
40.306178,-74.864161
40.30617,-74.864195
40.306108,-74.86427
40.3061,-74.864281
40.306038,-74.864344
40.306024,-74.864349
40.305957,-74.864389
40.305938,-74.86442
40.305886,-74.864493
40.305844,-74.864525
40.305804,-74.864556
40.305761,-74.864584
40.30573,-74.864628
40.305703,-74.864682
40.305649,-74.864944
40.305645,-74.865019
40.305646,-74.865066
40.305649,-74.865147
40.305646,-74.865187
40.305615,-74.865285
40.3056,-74.865316
40.305561,-74.865401
40.305551,-74.865426
40.305518,-74.86553
40.305511,-74.865555
40.305483,-74.865658
40.305474,-74.865672
40.305394,-74.865666
40.30538,-74.865674
40.305303,-74.865689
40.305285,-74.865685
40.305222,-74.865766
40.305231,-74.865779
40.305183,-74.865868
40.305159,-74.865902
40.305095,-74.865971
40.305088,-74.865977
40.305077,-74.866084
40.305085,-74.8661
40.305125,-74.866204
40.305126,-74.866222
40.305124,-74.866332
40.30513,-74.866356
40.305109,-74.866463
40.305092,-74.866481
40.305013,-74.86648
40.304988,-74.866484
40.304901,-74.866489
40.304892,-74.866494
40.304848,-74.866583
40.304848,-74.8666
40.304824,-74.866708
40.304816,-74.866714
40.304768,-74.866793
40.304752,-74.866803
40.304676,-74.86685
40.304666,-74.86686
40.304625,-74.866921
40.304569,-74.86694
40.304487,-74.866979
40.304469,-74.866988
40.30441,-74.867075
40.304408,-74.867078
40.304374,-74.867171
40.304374,-74.867191
40.304335,-74.867268
40.304334,-74.867299
40.304349,-74.867406
40.304346,-74.867433
40.304357,-74.867536
40.304367,-74.867568
40.304359,-74.867684
40.304342,-74.867702
40.304377,-74.867802
40.304393,-74.86783
40.304406,-74.867883
40.304402,-74.867968
40.304393,-74.868076
40.304392,-74.868085
40.304321,-74.868155
40.304309,-74.868156
40.30422,-74.86816
40.304214,-74.868152
40.304128,-74.868143
40.304104,-74.868169
40.304058,-74.868222
40.304034,-74.868253
40.304006,-74.868321
40.303799,-74.869655
40.303746,-74.869719
40.303653,-74.86976
40.303591,-74.869803
40.303563,-74.869824
40.303512,-74.869917
40.30351,-74.869922
40.303508,-74.869925
