40.311547	-74.859788
40.31145	-74.859874
40.3114	-74.859961
40.311405	-74.860019
40.311444	-74.860121
40.311444	-74.860127
40.311366	-74.860174
40.311346	-74.860172
40.311318	-74.86027
40.311322	-74.86029
40.311331	-74.860392
40.311332	-74.860409
40.311327	-74.86052
40.311328	-74.860534
40.311301	-74.860644
40.311298	-74.860655
40.31123	-74.860724
40.311222	-74.860727
40.311214	-74.860833
40.311213	-74.860848
40.311152	-74.860904
40.311137	-74.860913
40.311076	-74.860983
40.311066	-74.860998
40.310991	-74.86106
40.310978	-74.861066
40.310905	-74.861129
40.310894	-74.861129
40.310805	-74.861141
40.310788	-74.86114
40.3107	-74.861139
40.310689	-74.861138
40.3106	-74.861135
40.310588	-74.861131
40.31051	-74.861122
40.310497	-74.861123
40.310409	-74.861128
40.310402	-74.861125
40.310318	-74.861096
40.310304	-74.861087
40.310226	-74.86103
40.310212	-74.861021
40.310135	-74.860976
40.310117	-74.860966
40.310052	-74.860913
40.310035	-74.860901
40.309967	-74.860859
40.309953	-74.860841
40.309888	-74.860778
40.309876	-74.860768
40.309808	-74.860721
40.309794	-74.860714
40.309718	-74.860659
40.309707	-74.860663
40.30962	-74.860647
40.30961	-74.860644
40.30954	-74.860595
40.309521	-74.860589
40.309439	-74.860574
40.309418	-74.860562
40.309337	-74.860511
40.309318	-74.860508
40.309242	-74.86049
40.309223	-74.860485
40.309152	-74.860468
40.309128	-74.860469
40.309044	-74.860511
40.309035	-74.860527
40.309048	-74.860634
40.309049	-74.860654
40.309043	-74.86075
40.309043	-74.860773
40.309034	-74.860886
40.309032	-74.860909
40.30899	-74.861009
40.308982	-74.861028
40.308959	-74.861137
40.308956	-74.861153
40.308923	-74.861261
40.308917	-74.861279
40.308889	-74.861386
40.308884	-74.861405
40.308843	-74.861492
40.308837	-74.861506
40.308808	-74.861615
40.308801	-74.861632
40.308768	-74.861731
40.308764	-74.861747
40.308716	-74.861839
40.30871	-74.861853
40.308691	-74.861966
40.308689	-74.861974
40.308634	-74.862058
40.30863	-74.862067
40.308575	-74.862152
40.308563	-74.862162
40.308525	-74.862256
40.308518	-74.862267
40.308455	-74.862346
40.308442	-74.862357
40.30836	-74.862404
40.308344	-74.862406
40.308263	-74.862428
40.308247	-74.862434
40.308178	-74.862477
40.308165	-74.86249
40.308099	-74.862547
40.308086	-74.862564
40.308062	-74.862677
40.308053	-74.862689
40.308003	-74.86278
40.307993	-74.862793
40.307925	-74.862855
40.307913	-74.862866
40.307858	-74.862958
40.307854	-74.862974
40.30783	-74.863071
40.307824	-74.863086
40.307757	-74.863157
40.307735	-74.86318
40.307671	-74.863257
40.30766	-74.863274
40.307599	-74.863348
40.307595	-74.863368
40.307552	-74.863463
40.307541	-74.863478
40.30748	-74.863557
40.307469	-74.86357
40.307425	-74.863662
40.307417	-74.863677
40.307399	-74.863784
40.307401	-74.863796
40.307379	-74.863904
40.307372	-74.863916
40.307292	-74.863964
40.307284	-74.863977
40.307261	-74.86408
40.307255	-74.864091
40.307214	-74.86418
40.30721	-74.864192
40.307183	-74.864285
40.307166	-74.8643
40.307111	-74.864391
40.307105	-74.864406
40.307091	-74.864514
40.307086	-74.864539
40.307047	-74.864618
40.307032	-74.864644
40.307004	-74.864728
40.306997	-74.864753
40.306958	-74.86484
40.30695	-74.864861
40.306901	-74.864939
40.306895	-74.864958
40.306842	-74.865033
40.306837	-74.86505
40.306818	-74.865165
40.306807	-74.865192
40.306738	-74.865255
40.306723	-74.865264
40.306668	-74.86535
40.306662	-74.865364
40.306619	-74.865451
40.306608	-74.865463
40.306538	-74.865536
40.306525	-74.865547
40.30645	-74.865589
40.306436	-74.865588
40.306355	-74.865619
40.306339	-74.865622
40.306253	-74.865658
40.306241	-74.865665
40.306168	-74.865715
40.306163	-74.865729
40.306144	-74.865832
40.306139	-74.865847
40.30609	-74.865944
40.306078	-74.865948
40.306017	-74.866032
40.306015	-74.866044
40.305959	-74.866123
40.305943	-74.866144
40.305911	-74.866225
40.305903	-74.86625
40.305866	-74.866343
40.305859	-74.866362
40.305792	-74.866427
40.305774	-74.866442
40.305704	-74.866492
40.305688	-74.866502
40.305626	-74.866552
40.305611	-74.866567
40.305553	-74.866623
40.305538	-74.86664
40.30547	-74.866711
40.305461	-74.866715
40.305389	-74.866746
40.305374	-74.86676
40.305301	-74.866822
40.305289	-74.866828
40.305236	-74.866908
40.305225	-74.866926
40.305172	-74.867005
40.305162	-74.867024
40.305096	-74.867092
40.305076	-74.867102
40.30502	-74.867188
40.30501	-74.867202
40.304932	-74.867239
40.304919	-74.867243
40.304833	-74.867252
40.30482	-74.86725
40.304733	-74.867256
40.304723	-74.867265
40.304661	-74.867333
40.304656	-74.867345
40.304612	-74.867443
40.304607	-74.867446
40.304578	-74.86755
40.304569	-74.867573
40.304517	-74.867669
40.304511	-74.867686
40.304476	-74.867786
40.304474	-74.867798
40.304446	-74.867901
40.304439	-74.867921
40.304387	-74.868005
40.30437	-74.868022
40.30433	-74.868101
40.304323	-74.868123
40.304286	-74.868223
40.304276	-74.868242
40.304235	-74.868336
40.304229	-74.868347
40.304172	-74.868428
