40.30209,-74.86332
40.302144,-74.863219
40.302065,-74.863225
40.302042,-74.863209
40.302098,-74.863298
40.302091,-74.86332
40.302033,-74.863398
40.302005,-74.863432
40.301968,-74.863529
40.301963,-74.863539
40.301921,-74.86363
40.301903,-74.863647
40.301834,-74.863706
40.301824,-74.863725
40.301759,-74.863775
40.301747,-74.86379
40.301706,-74.863879
40.301706,-74.863908
40.301656,-74.863996
40.301645,-74.864009
40.301573,-74.864078
40.301565,-74.86409
40.301521,-74.864173
40.301514,-74.864197
40.301496,-74.864299
40.301483,-74.86431
40.30142,-74.86439
40.301419,-74.86441
40.301349,-74.864483
40.301351,-74.8645
40.301282,-74.864573
40.301268,-74.864582
40.301257,-74.864687
40.301245,-74.864703
40.301199,-74.864794
40.301196,-74.86481
40.301116,-74.864848
40.301112,-74.864865
40.301097,-74.864976
40.301096,-74.864988
40.301067,-74.865082
40.301075,-74.865105
40.301154,-74.865154
40.301166,-74.865181
40.301134,-74.86529
40.30113,-74.865299
40.301208,-74.865355
40.301212,-74.86536
40.301178,-74.865466
40.301159,-74.865468
40.301199,-74.865557
40.301219,-74.865571
40.301284,-74.865641
40.301288,-74.86566
40.301292,-74.86577
40.3013,-74.86579
40.301361,-74.865847
40.301377,-74.865864
40.301435,-74.865932
40.301447,-74.86594
40.301501,-74.865988
40.301527,-74.866005
40.301587,-74.866084
40.301591,-74.866099
40.301667,-74.866052
40.301681,-74.866049
40.301697,-74.866161
40.301695,-74.866171
40.301763,-74.866225
40.301777,-74.866223
40.301858,-74.866222
40.301874,-74.866229
40.301955,-74.866268
40.301972,-74.866285
40.302021,-74.866351
40.302046,-74.866364
40.302128,-74.866402
40.302155,-74.866427
40.302222,-74.866477
40.302245,-74.866488
40.302323,-74.866517
40.30234,-74.866526
40.302425,-74.866499
40.302439,-74.86649
40.302459,-74.866597
40.302464,-74.866609
40.302527,-74.866683
40.302534,-74.866705
40.3026,-74.86676
40.302612,-74.866766
40.302656,-74.866818
40.302679,-74.866847
40.302737,-74.866903
40.302761,-74.866924
40.302828,-74.866978
40.302851,-74.866999
40.302896,-74.867058
40.302936,-74.867085
40.303015,-74.86713
40.303046,-74.867156
40.303111,-74.867217
40.30313,-74.867254
40.30316,-74.86734
40.303175,-74.867381
40.303225,-74.867442
40.303249,-74.867467
40.303317,-74.867527
40.303342,-74.867554
40.303392,-74.867634
40.3034,-74.867665
40.303435,-74.867738
40.303453,-74.867762
40.303518,-74.867818
40.303534,-74.867835
40.303495,-74.867936
40.303489,-74.867963
40.303501,-74.868062
40.3035,-74.868104
40.303504,-74.868187
40.303507,-74.868228
40.303506,-74.868309
40.303502,-74.868348
40.303492,-74.868444
40.303492,-74.868469
40.303511,-74.868577
40.303512,-74.868587
40.303484,-74.868681
40.30348,-74.868708
40.303553,-74.868664
40.303567,-74.868629
40.303603,-74.868555
40.303622,-74.86852
40.303691,-74.868459
40.303701,-74.868452
40.303714,-74.868359
40.303699,-74.868323
40.303639,-74.868249
40.303612,-74.868226
40.303609,-74.868117
40.303628,-74.868068
40.303661,-74.867987
40.303684,-74.867937
40.303709,-74.867878
40.303731,-74.867815
